employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
46585,1,36,4,3,0,0,55,no
3225,1,35,5,9,1,0,58,no
55264,1,35,3,8,0,0,51,no
22333,2,32,3,5,1,0,82,no
63955,1,26,,1,0,0,47,no
69334,1,33,3,3,1,1,60,yes
4310,1,32,2,5,0,0,56,no
45756,1,41,5,4,1,0,73,no
10377,1,26,4,2,1,0,53,no
35903,1,40,5,4,0,0,58,no
50163,1,31,3,4,0,0,55,no
25255,1,25,3,2,0,0,78,no
21623,1,58,3,15,1,0,60,no
701,1,27,1,4,0,0,53,no
3440,1,29,5,5,1,0,52,no
68280,2,33,4,8,0,0,46,no
69785,1,28,,1,0,0,43,no
69847,1,32,4,2,1,0,59,no
49317,1,36,5,2,1,0,57,no
1159,1,37,3,3,0,0,72,no
19141,1,30,5,7,1,0,51,no
14262,1,43,2,7,0,0,77,no
44397,1,31,3,5,1,0,81,no
32925,2,34,4,4,0,0,86,no
54216,1,45,4,18,1,0,61,no
2732,2,30,3,6,0,0,80,no
70028,3,39,3,6,0,0,84,no
15431,1,34,5,5,1,0,81,no
36487,1,36,2,8,0,0,86,no
68345,1,25,4,3,0,0,80,no
11310,1,28,4,4,0,0,45,no
5366,1,31,2,5,0,0,60,no
73314,1,49,5,7,1,0,73,no
11811,1,39,4,4,1,0,78,yes
34277,1,49,3,19,0,0,50,no
48381,1,37,3,9,0,0,67,no
5108,1,38,2,5,1,0,79,no
77379,1,38,4,10,0,0,59,no
3144,1,44,1,9,0,0,54,no
69095,1,30,4,2,1,0,84,no
26952,1,34,2,6,0,0,86,no
36231,2,25,,1,1,0,60,no
34336,2,34,5,7,0,0,61,no
9431,1,35,1,4,0,0,81,no
21346,1,38,2,4,0,0,65,no
49690,1,40,3,7,0,0,68,no
72435,1,52,3,4,1,1,55,no
23578,1,60,2,12,0,0,48,no
41187,6,27,,1,0,0,58,no
354,1,32,2,5,1,0,62,no
58828,1,28,2,2,1,0,52,yes
61780,1,28,1,3,0,0,52,no
7340,2,51,5,16,1,0,62,no
41693,1,33,4,5,0,0,49,no
28187,1,31,3,1,0,0,47,no
66834,1,26,2,3,0,0,54,no
60503,1,30,,1,1,0,47,no
8698,1,29,5,2,1,0,60,no
17176,3,31,4,3,0,0,65,no
29130,1,43,2,11,0,0,57,no
31275,1,32,1,6,1,0,47,no
27190,1,33,3,4,0,0,74,yes
31822,1,30,1,3,0,0,48,no
34642,1,23,,1,0,0,44,no
38439,1,28,3,4,0,0,68,no
43073,1,43,5,11,1,0,51,no
58428,1,44,4,15,0,0,55,no
64448,1,33,3,2,0,0,84,no
15747,1,31,2,7,0,0,50,no
61038,1,37,1,10,0,0,48,no
8229,2,32,3,6,0,0,79,no
70844,1,37,3,11,0,0,79,no
26756,1,37,3,5,0,0,49,no
49548,1,28,,1,0,0,46,no
7348,2,35,3,9,0,0,56,no
26805,1,36,4,3,1,0,74,yes
73742,2,39,3,5,1,0,78,no
58616,1,30,5,5,0,0,56,no
12976,1,26,3,5,0,0,60,no
32563,1,27,3,3,0,0,51,no
52952,1,32,3,3,1,1,78,yes
36491,1,42,3,12,0,0,55,no
21474,1,30,,1,0,0,84,no
33441,1,35,5,7,0,0,89,no
26205,1,28,2,2,0,0,79,no
54395,1,27,5,5,1,0,46,no
645,1,38,3,9,0,0,62,no
68530,1,27,3,2,0,0,65,no
48281,1,43,2,3,0,0,59,no
22848,1,34,5,9,0,0,49,no
37822,1,38,3,8,0,0,77,no
41650,1,25,1,2,0,0,57,no
604,1,35,1,6,1,0,77,yes
3290,1,29,1,5,0,0,48,no
51109,1,40,1,6,0,0,55,no
4616,1,35,1,4,1,0,83,no
16149,1,34,3,3,0,0,89,yes
39486,1,37,1,2,0,0,64,no
52062,1,29,3,2,1,0,84,no
15240,1,39,1,8,0,0,77,no
44620,1,50,3,8,0,0,71,no
36260,1,25,5,2,1,0,47,no
495,1,40,2,10,0,0,49,no
20877,1,30,3,8,1,0,50,yes
46802,1,33,2,3,1,0,69,yes
57617,1,32,3,3,0,0,70,no
58022,1,39,2,7,0,0,78,no
38042,1,52,4,10,0,0,60,no
14067,1,29,5,4,1,0,72,yes
76377,1,48,5,17,1,0,58,no
61192,2,38,1,8,1,0,81,no
40611,1,44,3,10,0,0,49,no
44100,1,42,5,11,1,0,54,yes
66950,1,29,4,2,0,0,47,no
396,1,34,4,7,0,0,70,no
74313,1,39,4,8,0,0,47,no
21865,1,38,2,8,0,0,51,no
3116,1,47,3,16,0,0,80,no
3473,1,29,3,3,0,0,66,no
35975,1,36,2,7,0,0,50,no
35722,1,29,1,6,1,0,77,no
47118,1,34,3,7,0,0,55,no
62522,1,28,,1,0,0,47,no
53497,2,27,3,1,0,0,77,no
77337,1,29,1,3,0,0,51,no
31700,1,36,3,4,0,0,81,yes
22486,1,29,4,3,0,0,52,no
74603,2,28,,1,1,0,89,no
2367,1,26,3,4,0,0,85,no
31495,3,22,,1,0,0,66,no
61087,3,35,5,3,0,0,86,no
21568,1,49,5,6,0,0,80,no
12721,1,33,5,2,1,0,79,no
47809,1,30,,1,1,0,50,no
63126,1,43,4,3,0,0,59,no
53147,1,44,4,12,0,0,50,no
8926,1,25,4,3,0,0,47,no
35744,1,25,4,3,1,0,64,yes
49438,3,53,3,12,0,0,50,no
58990,1,36,3,9,0,0,62,no
8245,2,50,5,13,1,0,69,no
73359,1,31,4,4,1,0,48,no
33382,2,36,1,4,0,0,49,no
63931,1,24,1,2,0,0,48,no
71831,1,32,5,5,1,0,78,no
70222,1,51,1,13,0,0,51,no
34877,1,29,5,3,1,0,87,no
25881,1,29,,1,1,0,55,no
24309,1,32,,1,0,0,63,no
54981,2,42,5,5,1,0,61,yes
63754,1,26,5,2,1,0,87,no
45323,3,43,5,2,0,0,70,no
51739,1,31,3,4,0,0,85,no
30028,1,46,1,5,0,0,68,no
47808,1,38,4,6,0,0,46,no
65957,2,33,4,7,0,0,51,no
70386,1,33,5,3,1,0,63,no
53048,1,27,,1,0,0,91,no
27292,1,30,4,5,0,0,91,no
4733,2,28,3,3,0,0,82,no
12469,1,44,5,5,1,0,72,no
21782,2,37,3,3,0,0,61,no
31205,1,37,3,9,0,0,61,no
15463,1,50,3,23,1,0,80,no
43446,1,36,4,5,1,0,78,yes
47275,1,28,3,2,0,0,47,no
33152,3,28,5,5,1,0,80,no
76654,1,28,5,5,1,0,57,no
35011,1,27,,1,0,0,47,no
7977,1,30,,1,0,0,63,no
66052,2,43,4,5,1,0,62,no
34124,1,49,3,16,0,0,78,no
77800,1,35,3,10,0,0,49,no
66596,1,26,,1,0,0,51,no
62981,1,33,3,8,0,0,48,no
77405,1,35,5,9,1,0,65,no
22628,1,39,3,10,0,0,81,no
72780,1,34,4,3,1,0,81,no
24725,1,36,5,5,0,0,79,no
71493,2,44,5,7,1,0,78,no
47127,1,29,3,3,0,0,87,no
22514,1,47,5,11,1,0,50,no
33769,1,30,5,3,1,0,77,yes
8865,1,40,3,4,0,0,52,no
47490,1,47,3,20,0,0,63,no
28656,2,27,4,4,0,0,48,no
42189,1,46,3,8,0,0,57,no
27247,1,55,5,5,1,0,53,no
59148,1,40,1,10,0,0,48,no
49815,1,40,3,4,0,0,52,no
14961,1,28,3,5,0,0,77,no
64194,1,40,5,11,1,0,73,no
8828,2,32,3,7,1,0,85,no
75820,1,53,3,14,1,0,51,no
64730,1,33,1,4,0,0,50,no
18409,3,28,,1,1,0,78,no
60659,1,45,4,12,0,0,47,no
18637,2,30,3,5,1,0,53,no
29215,1,32,5,8,1,0,51,no
20766,2,32,3,6,0,0,84,no
26801,1,41,3,5,0,0,75,no
35433,1,46,4,16,1,0,74,no
36420,1,28,,1,1,0,72,no
15756,1,39,4,9,0,0,81,no
45663,1,37,3,4,1,0,56,no
28674,1,37,3,7,0,0,70,no
58227,1,36,4,4,1,0,54,no
31260,1,53,4,17,0,0,81,no
72069,1,30,1,3,0,0,77,no
27470,1,27,3,3,0,0,63,no
6751,1,36,3,2,1,0,45,yes
9055,1,47,3,17,0,0,55,no
63769,1,41,5,13,1,0,62,no
64022,1,25,3,3,0,0,55,no
25561,1,34,3,8,0,0,78,no
5153,1,33,1,2,0,0,87,no
72086,4,37,3,12,1,0,83,no
54208,1,36,4,4,0,0,51,no
47102,1,40,4,5,1,0,54,no
38355,1,46,4,5,0,0,62,no
73959,1,20,,1,0,0,47,no
66032,2,37,3,3,0,0,82,no
63455,1,35,3,4,0,0,63,no
36293,1,39,5,5,0,0,77,no
44592,1,35,3,7,0,0,86,no
77608,1,36,5,8,1,0,53,no
46849,1,32,5,5,1,0,47,yes
59614,1,27,,1,1,0,53,no
34529,1,26,4,2,1,0,78,no
6428,1,32,1,5,0,0,50,no
51366,1,26,5,2,0,0,82,no
61405,1,41,5,7,0,0,75,no
12122,1,29,3,5,0,0,50,no
16458,1,39,5,9,1,0,61,yes
986,1,26,,1,0,0,79,no
60410,1,31,3,5,0,0,82,no
63152,2,29,5,5,1,0,58,no
75043,1,31,3,6,0,0,58,no
30185,3,44,1,7,0,0,40,no
45724,1,39,3,9,0,0,78,no
37445,1,51,3,12,0,0,47,no
54561,1,34,5,10,0,0,51,no
62703,6,28,3,3,0,0,71,no
42648,1,30,3,2,0,0,81,no
710,1,28,,1,1,0,86,yes
27439,1,28,3,2,0,0,52,no
44281,1,35,4,5,0,0,46,no
74186,1,42,2,7,0,0,45,no
1060,1,57,3,14,0,0,61,no
67881,1,27,1,4,0,0,59,no
26623,3,39,3,10,0,0,73,no
28831,1,36,3,7,0,0,79,no
63028,1,42,3,2,0,0,49,no
56269,1,39,3,5,0,0,51,no
50281,1,52,5,8,0,0,59,no
26129,1,29,3,2,1,0,55,yes
56744,2,31,4,7,1,0,67,no
20115,1,52,4,4,0,0,60,no
66872,1,39,4,7,1,0,50,no
10420,1,31,3,2,0,0,58,no
9376,1,36,3,13,0,0,52,no
9644,1,30,3,5,0,0,46,no
6104,1,27,5,4,0,0,68,yes
12,1,24,3,2,1,0,77,no
34428,1,41,4,8,1,1,93,yes
15349,1,50,3,4,0,0,69,no
64999,3,45,3,16,0,0,51,no
77686,1,45,5,7,0,0,49,no
54502,1,32,4,7,0,0,54,no
44396,2,46,3,13,1,0,75,no
18868,1,30,5,2,1,0,51,no
78191,1,31,1,4,0,0,80,no
50780,3,31,5,7,1,0,60,no
1595,1,28,,1,1,0,49,no
77787,1,40,4,10,0,0,51,no
39039,1,31,2,5,0,0,69,no
73101,1,32,3,4,1,0,54,no
5106,1,33,5,6,1,0,72,no
53700,1,35,1,7,0,0,50,no
9840,1,28,4,2,1,1,49,no
21391,2,32,4,5,0,0,47,no
64374,1,27,4,3,1,0,89,no
32966,1,29,1,6,0,0,82,no
43343,2,30,3,7,1,0,88,no
17808,3,26,3,5,0,0,85,no
23436,1,45,3,3,1,0,81,no
6511,2,29,5,2,0,0,86,yes
44418,1,38,2,10,0,0,50,no
11715,2,28,2,2,0,0,83,no
31188,1,31,3,3,1,0,56,no
35961,1,34,4,4,0,0,68,no
11966,3,29,3,4,1,0,81,no
76369,1,42,3,15,1,0,45,no
2292,1,34,1,3,0,0,83,no
25750,1,28,5,2,1,0,59,no
16981,1,38,4,10,0,0,68,no
32181,1,27,,1,1,0,77,no
25096,1,30,1,2,0,0,52,no
57071,1,34,3,3,1,0,83,no
4523,1,38,3,5,0,0,61,no
69759,1,25,,1,0,0,88,no
52817,1,36,4,8,1,0,56,no
46037,1,31,3,3,0,0,79,no
25150,1,44,4,11,0,0,57,no
7120,1,34,4,4,0,0,61,no
28304,1,41,1,3,0,0,77,no
12795,1,56,3,19,1,0,74,no
15389,1,32,3,4,0,0,82,no
52909,1,39,3,10,1,0,59,no
34766,1,27,3,3,0,0,68,no
29986,1,39,4,4,0,0,44,no
24714,1,25,5,2,0,0,48,no
77668,1,36,1,9,0,0,60,no
25470,1,31,5,4,1,0,59,no
23120,1,34,3,6,0,0,48,no
58569,2,20,3,2,0,0,74,no
15898,1,57,5,6,0,0,57,no
37241,1,41,4,3,1,0,50,no
37922,1,59,4,16,0,0,50,no
22783,2,26,1,3,0,0,50,no
53943,2,44,2,16,0,0,55,no
12849,2,35,1,9,0,0,50,no
76749,1,30,4,2,0,0,74,no
24956,2,32,3,6,0,0,48,no
17094,2,38,4,4,1,0,80,no
6704,1,40,3,12,1,0,47,yes
34264,1,30,3,5,0,0,54,no
47470,1,31,5,6,1,0,61,no
63258,1,50,3,11,0,0,78,no
28016,1,27,1,3,0,0,84,no
45395,1,36,4,9,0,0,56,no
51879,1,34,1,3,0,0,79,no
72939,1,33,4,6,0,0,60,no
48407,1,39,3,3,0,0,63,no
15375,2,25,3,4,0,0,79,no
44081,1,30,3,4,1,0,67,no
76043,1,32,1,6,0,0,69,no
18119,1,42,3,12,0,0,50,no
16900,1,32,3,4,1,0,49,no
38230,1,29,2,4,0,0,58,no
33936,1,32,1,7,0,0,54,no
45889,1,37,3,6,0,0,81,no
23213,1,40,1,8,0,0,84,no
68096,1,33,5,5,1,0,59,no
27543,1,44,3,15,1,0,61,yes
62221,1,49,4,18,0,0,60,no
24894,1,50,3,4,0,0,51,no
14018,1,29,4,3,1,0,59,no
72574,1,38,4,8,0,0,51,no
76325,1,26,3,3,0,0,54,no
70523,2,31,5,9,1,0,59,no
62595,1,30,1,7,0,0,80,no
62469,2,36,4,3,0,0,76,no
33310,2,25,4,2,0,0,87,no
56013,1,28,3,6,0,0,61,no
69540,1,24,,1,0,0,81,yes
28657,1,44,1,10,0,0,67,no
36952,1,34,3,6,0,0,79,no
33438,1,30,5,4,1,0,86,no
35797,1,44,4,2,0,0,58,no
22648,1,41,5,6,1,0,60,no
62158,1,58,3,31,0,0,72,no
13211,2,54,3,16,0,0,73,no
49064,1,34,4,9,0,0,59,no
18447,1,25,5,3,1,0,54,no
68518,4,27,5,3,0,0,86,no
62538,1,33,4,8,1,0,71,no
45895,1,28,1,2,0,0,51,no
58668,1,33,3,6,1,0,69,no
60995,1,35,4,7,1,0,65,no
62098,1,30,,1,0,0,63,no
46101,1,27,3,4,0,0,54,no
27372,1,25,4,4,0,0,63,no
34361,1,28,1,3,1,0,60,no
65616,1,60,3,21,0,0,65,no
57560,1,32,3,7,0,0,72,no
40308,1,42,3,12,0,0,61,no
13560,1,29,3,3,1,0,79,no
73271,2,35,3,10,0,0,83,no
44802,1,57,2,29,0,0,78,no
24803,1,38,2,4,1,0,71,no
10727,1,35,2,3,0,0,70,no
76938,1,28,5,4,0,1,91,yes
7324,2,27,5,4,1,1,78,no
55461,1,24,,1,0,0,59,no
22781,1,28,,1,1,0,76,no
48965,1,31,5,7,1,0,84,no
8422,1,27,4,4,1,0,62,no
28847,3,36,2,4,0,0,78,yes
37770,1,24,,1,0,0,53,no
6629,1,31,3,5,0,0,83,no
21565,2,28,5,6,0,0,50,no
24109,1,26,3,4,0,0,80,no
72720,1,39,2,4,0,0,48,no
46035,1,34,3,11,0,0,75,no
65591,1,34,3,8,0,0,78,no
42661,1,40,4,12,1,0,68,no
69503,2,33,4,7,0,0,82,no
73853,1,42,4,8,1,0,85,yes
28442,2,30,4,2,0,0,83,no
5443,2,28,5,7,0,0,63,no
35365,1,26,,1,0,0,47,no
28878,1,34,1,8,0,0,47,no
58930,1,46,2,6,0,0,65,no
31411,1,36,5,8,0,0,58,no
44822,1,23,2,2,0,0,58,no
75077,2,57,3,2,0,0,82,no
55424,1,36,4,3,1,0,68,no
17042,2,26,4,3,0,0,50,no
57220,1,25,,1,0,0,51,no
64872,1,31,1,7,0,0,69,no
10225,1,31,3,7,1,0,61,no
22140,1,32,4,7,0,0,77,no
45557,1,33,4,8,1,0,52,no
39700,1,33,3,5,1,0,50,no
47586,1,35,3,7,0,0,84,no
404,1,36,4,7,1,0,58,no
13038,1,54,3,7,0,1,54,no
47354,2,35,5,9,1,0,49,no
54617,1,44,3,15,0,0,69,no
12230,1,31,3,8,0,0,50,no
76197,1,33,,1,0,0,48,no
19612,1,33,3,4,0,0,51,no
62979,1,31,4,3,1,0,68,no
180,1,27,4,3,1,0,86,no
28422,2,30,5,4,1,0,88,no
57808,1,41,3,12,0,0,88,no
75110,1,33,5,4,1,0,62,no
35207,1,28,5,2,1,0,62,no
41292,2,35,1,7,0,0,81,no
14613,1,43,3,4,0,0,64,no
14584,1,34,3,7,0,0,59,no
3581,2,31,4,9,0,0,52,no
8424,2,44,5,11,1,0,92,yes
45253,1,29,4,4,1,0,92,yes
24293,1,31,3,8,1,0,57,no
45094,1,35,3,8,0,0,68,no
69466,1,28,,1,0,0,71,no
5639,1,30,1,2,0,0,66,no
36805,1,30,,1,1,0,85,no
55333,2,28,,1,0,0,87,no
34543,1,27,4,2,0,0,60,no
17536,1,45,5,14,0,0,60,no
36340,1,47,5,7,1,0,71,no
24177,1,37,3,10,0,0,75,no
35480,1,25,3,2,0,0,46,no
48067,1,28,5,4,0,0,53,no
38827,2,38,1,2,0,0,48,no
37594,2,46,3,16,0,0,66,no
63292,1,26,,1,0,0,80,yes
45571,1,28,5,7,1,0,51,no
33535,1,27,3,4,1,0,48,no
52397,1,22,,1,0,0,58,no
25070,2,37,1,7,1,0,65,no
70914,1,32,3,7,0,0,85,no
44344,1,40,3,5,1,0,50,yes
35745,1,39,1,4,1,0,79,no
6759,1,27,4,4,0,0,78,no
63434,2,23,,1,0,0,43,no
35019,1,25,4,2,1,0,58,no
76987,1,36,2,3,0,0,68,no
19329,1,29,3,5,0,0,79,no
21963,1,44,4,10,0,0,70,no
21714,1,41,4,8,0,0,46,no
76470,1,32,5,4,1,0,95,yes
51688,1,37,5,7,1,1,65,no
32715,2,27,3,2,0,0,50,no
63965,1,30,1,4,0,0,50,no
67757,1,29,3,2,0,0,59,no
35070,1,24,,1,0,0,61,no
76241,1,36,5,10,1,0,58,no
64419,1,35,3,10,0,0,49,no
19919,1,20,,1,1,0,84,no
45230,1,29,,1,0,0,62,no
8611,1,60,3,31,0,0,82,no
71070,1,34,3,7,0,0,58,no
71200,1,34,3,8,1,0,58,no
22207,1,29,4,7,0,0,87,no
15717,1,24,1,2,1,0,74,no
70680,1,28,,1,1,0,51,yes
19066,1,42,4,11,1,0,54,no
28683,1,35,2,7,0,0,61,no
14000,1,35,4,3,1,0,44,no
56788,1,32,3,5,0,0,81,no
55451,1,30,3,5,0,0,85,no
61858,1,37,5,10,1,0,67,no
26814,1,40,1,5,0,0,51,no
74295,1,36,3,6,1,0,67,yes
60803,1,45,3,12,0,0,60,no
62273,1,47,3,4,1,0,48,no
24706,2,29,3,2,0,0,81,no
9641,1,29,3,3,1,0,71,no
11330,1,32,5,5,1,0,46,no
47740,1,31,3,6,1,0,44,no
32746,1,32,3,2,0,0,56,no
31629,1,30,3,2,0,0,76,no
8874,2,48,3,21,0,0,58,no
2991,1,45,4,18,1,0,59,no
70013,1,26,3,5,1,0,86,no
36259,1,29,3,2,1,0,47,no
27447,1,39,3,10,0,0,85,no
47082,2,38,1,7,0,0,44,no
24181,1,30,3,5,0,0,60,no
53113,2,30,5,4,1,0,81,no
14594,1,34,1,2,0,0,50,no
20467,1,32,5,7,1,0,45,no
312,1,35,3,9,1,0,45,yes
62432,1,45,2,4,0,0,51,no
46217,1,39,3,12,0,0,55,no
30935,1,35,5,7,1,0,79,no
61280,1,30,5,8,0,0,58,no
18317,2,29,5,5,1,0,65,no
49071,1,50,1,14,0,0,52,no
58446,1,38,2,6,0,0,49,no
14715,2,29,5,2,1,0,83,no
44874,1,28,,1,0,0,49,no
59341,2,30,3,2,0,0,86,no
1571,1,57,4,16,1,0,64,no
6284,1,27,5,3,1,0,60,no
26844,1,57,3,28,0,0,51,no
70024,1,49,3,24,0,0,80,no
1570,1,34,3,3,0,0,68,yes
7820,1,40,3,5,1,0,49,no
21820,1,30,,1,1,0,80,no
65198,1,34,1,5,0,0,48,no
45312,1,37,5,11,0,1,86,yes
49777,1,29,4,2,0,0,48,no
18112,1,35,3,5,0,0,63,no
5974,1,28,3,6,1,0,59,no
51581,1,39,4,5,0,0,68,no
28235,1,35,5,3,0,0,85,no
74181,1,37,5,5,0,0,77,yes
7614,2,30,5,5,0,0,86,no
32731,1,33,1,9,0,0,60,no
67931,1,33,1,4,1,0,65,no
58959,1,43,5,6,1,0,60,no
9710,1,29,4,4,0,0,61,no
38194,1,33,1,8,0,0,64,no
77159,1,37,2,7,0,1,81,yes
20957,1,36,4,9,1,0,57,no
11700,2,31,3,2,1,0,87,no
4747,3,36,3,7,1,0,80,yes
5628,1,36,5,9,0,0,52,no
54513,1,30,5,5,1,0,86,no
70309,2,38,1,8,0,0,50,no
17679,1,45,4,16,0,0,80,no
2639,1,26,4,6,1,0,60,no
76533,1,35,3,5,0,0,89,no
44341,1,31,5,5,1,0,48,no
11411,1,29,3,3,0,0,65,no
37115,1,33,3,5,0,0,57,no
66108,1,46,3,6,0,0,48,no
6405,1,51,5,16,1,0,52,no
15699,1,41,3,11,0,0,46,no
16487,1,55,5,3,1,0,80,no
67427,1,43,4,4,1,0,78,no
19508,1,33,3,8,0,0,71,no
14571,1,32,1,7,0,0,86,no
56332,1,33,5,3,1,0,51,no
75214,2,31,3,6,0,0,74,no
8781,1,29,3,2,0,0,76,no
59192,2,35,1,7,1,0,49,no
30633,1,27,5,4,1,0,48,no
64524,1,35,4,6,0,0,59,no
72314,1,32,3,4,1,0,68,no
49834,1,56,2,17,0,0,49,no
4905,1,35,4,2,1,0,54,no
35945,4,32,2,7,0,0,62,no
3907,1,34,5,2,1,0,65,yes
19050,1,27,1,4,0,0,88,no
54886,1,36,5,10,1,0,80,no
68919,1,38,5,4,0,0,93,yes
11908,1,33,2,4,1,0,51,no
13939,1,36,3,8,1,0,59,no
42539,1,33,5,6,0,0,80,no
19198,1,32,3,6,1,0,47,yes
12297,1,35,4,7,0,0,60,no
18974,2,34,3,4,0,0,66,no
30368,1,32,3,5,0,0,51,no
29790,1,43,3,3,0,0,56,no
63853,1,29,3,2,0,0,52,no
65924,2,36,1,9,0,0,69,no
46197,1,32,2,3,0,0,61,no
18446,2,34,3,9,0,0,67,no
51624,1,31,4,5,0,0,59,no
37234,1,33,2,6,0,0,62,no
20897,1,44,5,8,1,0,49,no
50722,1,29,5,5,0,0,51,no
41194,1,31,5,6,1,0,57,no
17372,1,30,,1,0,0,46,no
6543,1,30,3,8,0,0,69,no
84,1,31,3,4,0,0,76,no
22137,1,39,5,14,1,0,56,no
5487,2,39,4,8,0,0,88,no
12034,1,32,3,7,0,0,83,no
66558,1,50,5,5,1,0,53,no
30140,1,34,3,7,1,0,80,yes
68560,1,39,3,5,0,0,54,no
14995,1,54,3,16,0,0,82,no
6475,2,27,2,3,1,0,67,no
72180,1,33,4,8,1,0,59,no
55576,1,46,3,7,0,0,61,no
18720,2,36,4,9,0,0,86,no
11567,1,31,1,4,0,0,48,no
27107,1,48,1,15,0,0,49,no
53874,2,26,4,2,1,0,57,no
68862,1,30,3,2,0,0,47,no
28244,1,29,1,4,0,0,49,no
33291,1,40,4,8,1,0,82,no
44971,1,37,3,4,0,0,47,no
39809,1,39,4,9,1,0,87,no
11214,2,35,3,7,0,0,84,no
69098,1,32,3,5,0,0,53,no
59449,1,30,5,7,1,0,81,no
63896,1,47,5,16,1,0,81,no
51858,1,25,3,2,0,0,80,no
41757,1,40,5,3,0,0,64,no
38668,1,26,,1,0,0,51,no
2481,1,32,4,3,1,0,70,no
7733,1,30,1,2,0,0,53,no
23136,1,46,5,14,0,0,58,no
72338,1,26,5,3,0,0,49,no
29682,1,25,3,2,1,0,61,no
16620,1,28,2,3,0,0,62,no
34392,2,40,3,2,1,1,84,yes
10897,1,26,4,3,1,0,47,no
66827,1,36,4,2,0,0,60,no
25558,1,37,4,8,0,0,61,no
46304,1,35,4,6,0,0,74,no
1050,1,30,2,7,0,0,81,no
7654,1,34,3,3,0,0,60,no
7740,2,33,1,4,0,0,86,no
3809,1,26,,1,1,0,81,no
14011,1,32,3,5,0,0,68,no
33004,1,30,5,6,1,0,79,no
13086,1,32,3,4,0,0,65,yes
40110,1,37,1,10,0,0,84,no
35067,1,30,3,2,0,0,81,no
37284,1,41,2,5,1,0,58,no
9165,1,35,4,5,0,0,86,no
47776,2,31,3,6,0,0,73,no
15706,1,45,1,15,0,0,75,no
19768,1,32,3,2,0,0,80,no
9852,1,36,1,7,0,0,46,no
14727,1,43,4,7,1,0,53,no
55106,1,30,1,5,1,1,59,no
60464,1,42,1,5,0,0,51,no
33520,1,28,5,4,1,0,52,no
47817,1,26,4,3,0,0,84,no
19049,1,48,2,17,0,0,56,no
51802,1,37,4,5,0,0,78,no
71140,1,34,1,3,0,0,59,no
21975,1,30,5,6,1,0,72,no
36035,3,27,1,4,0,0,47,no
67964,1,36,3,4,1,0,72,yes
25767,1,44,5,4,0,0,50,no
68211,1,30,5,4,1,0,57,no
29839,1,54,5,11,1,0,45,yes
64081,2,35,3,2,0,0,83,no
71863,1,30,3,6,0,0,64,no
65698,1,29,4,5,0,0,51,no
17408,1,36,4,2,1,0,59,no
7147,1,36,4,10,0,0,72,no
8674,2,42,3,6,1,0,61,no
14767,2,29,5,4,1,0,69,no
72794,2,34,3,3,0,0,46,no
58326,1,35,5,6,0,0,44,no
21213,1,28,,1,1,0,68,no
25635,1,49,5,9,1,0,56,no
30697,1,27,5,4,1,0,59,no
62879,1,37,5,9,1,0,74,no
72585,1,30,3,6,0,0,54,no
4882,1,60,5,13,1,0,50,no
39100,3,32,1,6,0,0,48,no
76419,1,42,4,4,1,0,48,no
59575,1,39,5,2,0,0,47,no
49884,2,28,1,1,0,0,64,no
49318,1,34,4,7,1,0,73,no
61950,1,51,3,19,0,0,43,no
23411,1,40,3,6,0,0,58,no
45967,1,29,5,4,0,0,71,no
74033,1,33,3,8,1,0,57,no
45193,1,44,1,15,0,0,86,no
39147,2,23,,1,0,0,50,no
36155,2,31,1,4,0,0,53,no
52679,1,46,3,19,0,0,59,no
8073,1,36,4,5,1,0,50,no
71,1,36,4,6,0,0,88,no
98,1,53,1,11,0,0,80,no
50741,3,25,5,2,1,0,70,no
72214,1,27,2,3,0,0,53,no
43922,1,37,5,3,1,0,86,no
59686,2,26,3,3,0,0,70,no
59169,1,34,3,2,0,0,70,no
30787,1,26,5,3,1,0,80,yes
71475,2,28,4,5,0,0,83,no
45936,1,42,1,2,0,0,51,no
8711,1,26,5,4,0,0,86,yes
32140,1,34,4,9,1,0,46,yes
19485,1,35,1,4,0,0,85,no
36508,2,28,3,5,0,0,47,no
63123,1,36,5,3,0,0,54,no
12912,1,28,3,4,0,0,45,no
33534,1,27,3,4,1,0,50,no
43337,1,38,2,10,0,0,61,no
16573,1,43,4,4,0,0,66,no
50260,1,38,4,3,1,0,56,no
67503,1,26,4,2,0,0,68,no
53736,1,31,4,8,0,0,71,no
23784,1,29,5,6,0,0,82,no
33778,1,30,3,6,0,0,76,no
62623,1,35,3,6,0,0,72,no
3241,1,42,2,14,0,0,48,no
77885,1,46,1,21,0,0,81,no
60032,1,49,3,15,0,0,52,no
55196,1,28,3,4,0,0,86,no
26472,1,32,3,6,1,0,79,no
17005,1,31,4,6,0,0,46,no
63920,1,48,3,15,1,0,60,no
75311,1,38,3,3,0,0,60,no
44384,1,30,1,3,0,0,80,no
9419,1,37,3,4,0,0,50,no
33307,2,29,3,2,0,0,86,no
33157,1,34,3,4,0,0,66,no
41450,3,31,5,8,1,0,77,no
1234,3,23,,1,0,0,82,yes
2484,1,28,4,5,1,0,82,no
865,1,39,5,11,0,0,49,no
19502,1,28,3,2,0,0,51,no
43171,1,38,1,8,0,0,86,no
72732,1,28,4,2,0,0,91,no
12758,2,31,3,3,0,0,79,no
35212,1,29,3,3,0,0,78,no
1930,2,36,3,9,0,0,67,no
